ToyCar
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
arithmetic mean,,0.7857999999999998,0.5715789473684211,0.5,1.0,0.6666666666666666
harmonic mean,,0.7857975057266479,0.5715789473684211,0.5,1.0,0.6666666666666666
source harmonic mean,,0.7843999999999999,0.5715789473684211,0.5,1.0,0.6666666666666666
target harmonic mean,,0.7871999999999999,0.5715789473684211,0.5,1.0,0.6666666666666666

gearbox
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
00,0.7788999999999999,0.7644,0.7934000000000001,0.618421052631579,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666
,,AUC,pAUC,precision,recall,F1 score
arithmetic mean,,0.7789,0.618421052631579,0.5,1.0,0.6666666666666666
harmonic mean,,0.7786300680446784,0.618421052631579,0.5,1.0,0.6666666666666666
source harmonic mean,,0.7644,0.618421052631579,0.5,1.0,0.6666666666666666
target harmonic mean,,0.7934000000000001,0.618421052631579,0.5,1.0,0.6666666666666666

grinder
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
00,0.7547540179119127,0.7419249057222496,0.7928849902534113,0.6234882384466872,0.20149253731343283,0.45454545454545453,1.0,1.0,0.3354037267080745,0.625
,,AUC,pAUC,precision,recall,F1 score
arithmetic mean,,0.7674049479878304,0.6234882384466872,0.32801899592944367,1.0,0.48020186335403725
harmonic mean,,0.7665589376049705,0.6234882384466872,0.2792140641158221,1.0,0.43654001616814864
source harmonic mean,,0.7419249057222496,0.6234882384466872,0.20149253731343283,1.0,0.3354037267080745
target harmonic mean,,0.7928849902534112,0.6234882384466872,0.45454545454545453,1.0,0.625

shaker
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
00,0.8856885688568856,0.9229024943310656,0.8506216006216006,0.7710823713950342,0.5196078431372549,0.46938775510204084,1.0,1.0,0.6838709677419356,0.6388888888888888
,,AUC,pAUC,precision,recall,F1 score
arithmetic mean,,0.8867620474763331,0.7710823713950342,0.49449779911964786,1.0,0.6613799283154123
harmonic mean,,0.8852891248331315,0.7710823713950342,0.49322273922719,1.0,0.6606150928058528
source harmonic mean,,0.9229024943310656,0.7710823713950342,0.5196078431372549,1.0,0.6838709677419356
target harmonic mean,,0.8506216006216006,0.7710823713950342,0.4693877551020409,1.0,0.6388888888888888

slider
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
00,0.9545,0.9984000000000001,0.9106,0.8173684210526316,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666
,,AUC,pAUC,precision,recall,F1 score
arithmetic mean,,0.9545,0.8173684210526316,0.5,1.0,0.6666666666666666
harmonic mean,,0.9524809219486642,0.8173684210526316,0.5,1.0,0.6666666666666666
source harmonic mean,,0.9984,0.8173684210526316,0.5,1.0,0.6666666666666666
target harmonic mean,,0.9106,0.8173684210526316,0.5,1.0,0.6666666666666666

valve
section,AUC (all),AUC (source),AUC (target),pAUC,precision (source),precision (target),recall (source),recall (target),F1 score (source),F1 score (target)
00,0.8662,0.9344,0.798,0.7289473684210526,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666
,,AUC,pAUC,precision,recall,F1 score
arithmetic mean,,0.8662000000000001,0.7289473684210526,0.5,1.0,0.6666666666666666
harmonic mean,,0.8608302932348187,0.7289473684210526,0.5,1.0,0.6666666666666666
source harmonic mean,,0.9344,0.7289473684210526,0.5,1.0,0.6666666666666666
target harmonic mean,,0.798,0.7289473684210526,0.5,1.0,0.6666666666666666

,,AUC,pAUC,precision,recall,F1 score
"arithmetic mean over all machine types, sections, and domains",,0.765466256410928,0.6425967173703632,0.4776322884098763,1.0,0.6434949093174972
"harmonic mean over all machine types, sections, and domains",,0.7379300728331394,0.6234462436631983,0.4612006103062193,1.0,0.6312625481446614
"source harmonic mean over all machine types, sections, and domains",,0.7733938450206944,0.6234462436631982,0.4435644791953226,1.0,0.6145405842107946
"target harmonic mean over all machine types, sections, and domains",,0.705576067089057,0.6234462436631982,0.48029723646028255,1.0,0.6489199934045398

official score,,0.6953665399041299
official score ci95,,5.984211795399658e-06

